Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,0.12209302325581398,0.6174127824014353,0.6129364114239281
Mean,0.12209302325581398,0.6174127824014353,0.6129364114239281
